sequence_id,label,frame_idx,timestamp_ms,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,imu_mx,imu_my,imu_mz,hall_thumb,hall_index,hall_middle,hall_ring,hall_pinky,contact_i,contact_m,contact_p,contact_um
4f67cabc,m,7,477,12690.0,12371.0,11549.0,11048.0,12148.0,1.41,-9.04,-3.66,-2.0625,4.0625,7.0625,36.75,9.875,110.25,1.0,0.0,0.0,1.0
4f67cabc,m,8,551,12690.0,12371.0,11551.0,11058.0,12153.0,1.47,-9.07,-3.59,1.625,-3.3125,3.375,36.25,9.4375,110.375,1.0,0.0,0.0,1.0
4f67cabc,m,9,616,12689.0,12370.0,11554.0,11059.0,12154.0,1.81,-9.09,-3.34,4.6875,-6.125,-0.5625,35.6875,9.25,110.25,1.0,0.0,0.0,1.0
4f67cabc,m,10,688,12690.0,12370.0,11552.0,11061.0,12155.0,1.93,-9.18,-3.11,5.375,-5.6875,0.1875,35.25,9.1875,110.0,1.0,0.0,0.0,1.0
4f67cabc,m,11,752,12690.0,12369.0,11552.0,11065.0,12158.0,1.69,-9.31,-2.9,1.8125,-0.5625,2.5,34.9375,9.125,109.625,1.0,0.0,0.0,1.0
4f67cabc,m,12,817,12688.0,12370.0,11554.0,11070.0,12160.0,1.35,-9.28,-3.0,-0.8125,1.0625,3.25,34.9375,9.0625,109.375,1.0,0.0,0.0,1.0
4f67cabc,m,13,883,12690.0,12371.0,11556.0,11068.0,12159.0,1.22,-9.15,-3.23,-0.6875,0.3125,1.375,34.5625,8.8125,109.4375,1.0,0.0,0.0,1.0
4f67cabc,m,14,958,12690.0,12369.0,11555.0,11069.0,12158.0,1.39,-9.19,-3.27,-0.5625,-0.6875,0.625,34.375,8.6875,109.4375,1.0,0.0,0.0,1.0
4f67cabc,m,15,1016,12688.0,12370.0,11556.0,11067.0,12158.0,1.45,-9.27,-3.17,0.8125,-0.5625,-0.75,34.3125,8.75,109.4375,1.0,0.0,0.0,1.0
8b977a04,m,0,52,12431.0,12044.0,11736.0,9941.0,12482.0,1.75,-8.56,-3.99,-3.25,-7.0,11.125,70.1875,8.4375,114.0,0.0,0.0,0.0,0.0
8b977a04,m,1,122,12429.0,12046.0,11748.0,9975.0,12484.0,1.26,-9.01,-4.13,11.1875,27.875,32.4375,69.75,7.25,113.75,0.0,0.0,0.0,0.0
8b977a04,m,2,187,12409.0,12050.0,11753.0,9983.0,12482.0,0.6,-9.19,-3.47,11.1875,-13.8125,18.875,68.375,5.8125,112.9375,0.0,0.0,0.0,0.0
8b977a04,m,3,257,12410.0,12055.0,11758.0,9985.0,12482.0,0.44,-8.95,-3.52,0.1875,-33.9375,-12.625,65.25,4.9375,112.5625,0.0,0.0,0.0,0.0
8b977a04,m,4,323,12411.0,12055.0,11759.0,9986.0,12484.0,1.02,-8.98,-3.9,-5.3125,-41.3125,-24.3125,62.5625,5.1875,113.125,0.0,0.0,0.0,0.0
8b977a04,m,5,385,12408.0,12056.0,11761.0,9983.0,12485.0,1.5,-8.73,-4.23,-2.3125,-30.1875,-14.625,60.75,5.4375,113.625,0.0,0.0,0.0,1.0
8b977a04,m,6,451,12410.0,12056.0,11758.0,9975.0,12482.0,1.8,-8.8,-4.05,1.25,-21.4375,-5.6875,59.0625,5.4375,113.8125,0.0,0.0,0.0,1.0
8b977a04,m,7,515,12409.0,12057.0,11752.0,9961.0,12482.0,1.04,-8.99,-3.63,8.5,-11.625,4.375,57.625,5.0,113.5625,0.0,0.0,0.0,1.0
8b977a04,m,8,583,12407.0,12056.0,11751.0,9952.0,12482.0,0.55,-9.13,-3.6,4.4375,-7.75,3.1875,56.375,4.5,113.1875,0.0,0.0,0.0,1.0
8b977a04,m,9,646,12408.0,12057.0,11750.0,9947.0,12480.0,0.52,-9.06,-3.87,-1.0,-5.0625,5.25,55.4375,4.1875,113.125,0.0,0.0,0.0,1.0
8b977a04,m,10,712,12407.0,12058.0,11751.0,9944.0,12481.0,0.49,-8.83,-3.71,-1.5,-6.1875,1.75,54.625,3.8125,113.25,0.0,0.0,0.0,0.0
8b977a04,m,11,774,12409.0,12055.0,11745.0,9935.0,12478.0,0.57,-8.79,-3.62,6.75,-1.75,-0.3125,54.0625,3.625,113.0,0.0,0.0,0.0,1.0
8b977a04,m,12,838,12405.0,12056.0,11744.0,9930.0,12479.0,0.66,-9.1,-3.51,-1.375,9.875,6.875,54.3125,3.5,113.0,0.0,0.0,0.0,1.0
8b977a04,m,13,916,12404.0,12057.0,11744.0,9930.0,12479.0,0.27,-8.92,-3.85,-1.375,-2.125,2.875,54.1875,3.25,113.0625,0.0,0.0,0.0,0.0
8b977a04,m,14,969,12405.0,12057.0,11744.0,9932.0,12479.0,0.15,-8.97,-4.12,3.375,-5.25,-2.0,53.625,2.9375,113.125,0.0,0.0,0.0,0.0
8b977a04,m,15,1033,12414.0,12059.0,11745.0,9936.0,12480.0,0.72,-8.97,-3.81,6.5,-7.375,-3.0,53.25,3.0,112.875,0.0,0.0,0.0,0.0
727884e3,n,0,15,12374.0,11932.0,11244.0,12230.0,12231.0,1.13,-8.86,-4.12,-0.8125,-4.25,-1.3125,63.625,7.375,114.9375,0.0,0.0,0.0,0.0
727884e3,n,1,92,12373.0,11931.0,11243.0,12232.0,12231.0,1.18,-8.71,-3.89,-0.5625,-5.0625,1.125,63.0625,7.25,114.9375,0.0,0.0,0.0,0.0
727884e3,n,2,152,12373.0,11931.0,11241.0,12231.0,12229.0,1.38,-8.79,-4.14,-2.0625,-3.6875,-0.5625,62.875,7.25,115.0,0.0,0.0,0.0,0.0
727884e3,n,3,217,12375.0,11928.0,11230.0,12233.0,12228.0,1.24,-8.67,-4.37,3.625,-6.125,-0.5,62.4375,7.125,115.125,0.0,0.0,0.0,0.0
727884e3,n,4,298,12375.0,11928.0,11230.0,12233.0,12228.0,1.25,-8.84,-3.9,3.5625,-2.9375,-0.5625,62.0625,7.0,114.9375,0.0,0.0,0.0,0.0
727884e3,n,5,347,12374.0,11928.0,11231.0,12233.0,12227.0,1.16,-8.91,-3.88,3.1875,-3.75,0.3125,61.625,6.9375,114.6875,0.0,0.0,0.0,0.0
727884e3,n,6,419,12376.0,11929.0,11235.0,12234.0,12226.0,0.89,-8.77,-4.3,0.125,-4.125,-4.0,61.4375,6.9375,114.625,0.0,0.0,0.0,0.0
727884e3,n,7,484,12376.0,11930.0,11232.0,12233.0,12228.0,1.34,-8.85,-4.21,4.0,-3.0,-8.8125,61.5,7.25,114.625,0.0,0.0,0.0,0.0
727884e3,n,8,549,12374.0,11927.0,11236.0,12233.0,12229.0,1.49,-8.92,-3.94,5.0625,-1.875,-5.375,61.6875,7.625,114.25,0.0,0.0,0.0,0.0
727884e3,n,9,614,12377.0,11929.0,11235.0,12234.0,12229.0,1.44,-8.9,-3.75,1.875,-0.3125,0.0,61.75,7.8125,114.0625,0.0,0.0,0.0,0.0
727884e3,n,10,681,12377.0,11929.0,11234.0,12233.0,12230.0,1.36,-8.87,-3.97,1.3125,-3.5625,-1.6875,61.5625,7.8125,114.0,0.0,0.0,0.0,0.0
727884e3,n,11,743,12377.0,11929.0,11235.0,12234.0,12230.0,1.17,-8.83,-3.89,2.875,-0.6875,-2.25,61.5,7.8125,113.8125,0.0,0.0,0.0,0.0
727884e3,n,12,808,12375.0,11929.0,11234.0,12234.0,12229.0,1.49,-9.03,-3.76,3.0625,-0.8125,-2.75,61.5625,8.0,113.5625,0.0,0.0,0.0,0.0
727884e3,n,13,882,12375.0,11929.0,11235.0,12232.0,12228.0,1.4,-9.1,-3.65,0.5,-1.3125,-1.75,61.625,8.1875,113.3125,0.0,0.0,0.0,0.0
727884e3,n,14,952,12377.0,11928.0,11236.0,12235.0,12229.0,1.24,-8.96,-3.82,-0.4375,-0.8125,-1.375,61.5625,8.25,113.3125,0.0,0.0,0.0,0.0
727884e3,n,15,1016,12374.0,11929.0,11237.0,12234.0,12230.0,1.46,-8.83,-3.89,1.0625,-1.75,-2.4375,61.5,8.3125,113.25,0.0,0.0,0.0,0.0
c2c123b5,n,0,29,12406.0,12198.0,10873.0,11457.0,12059.0,0.72,-9.45,-2.55,-0.625,3.9375,7.5,29.5625,5.5625,105.9375,0.0,0.0,0.0,1.0
c2c123b5,n,1,95,12405.0,12200.0,10881.0,11461.0,12061.0,1.17,-9.46,-2.74,-3.0625,1.875,6.875,29.1875,5.25,106.0625,0.0,0.0,0.0,1.0
c2c123b5,n,2,176,12409.0,12199.0,10885.0,11468.0,12062.0,1.15,-9.42,-2.52,-4.5,13.8125,12.0625,29.4375,4.9375,106.0625,0.0,0.0,0.0,1.0
c2c123b5,n,3,241,12411.0,12199.0,10890.0,11472.0,12066.0,0.58,-9.12,-2.8,-3.75,29.9375,14.5625,30.6875,4.4375,106.3125,0.0,0.0,0.0,1.0
c2c123b5,n,4,305,12410.0,12199.0,10891.0,11471.0,12069.0,0.44,-9.52,-3.13,0.625,39.5625,15.8125,33.0,4.0625,106.4375,0.0,0.0,0.0,1.0
c2c123b5,n,5,370,12411.0,12201.0,10900.0,11471.0,12070.0,0.32,-9.41,-2.79,6.8125,30.25,8.0,35.375,4.0,106.0625,0.0,0.0,0.0,1.0
c2c123b5,n,6,434,12421.0,12207.0,10928.0,11477.0,12075.0,1.05,-9.58,-2.65,3.4375,5.5,4.9375,35.9375,3.9375,105.75,0.0,0.0,0.0,1.0
c2c123b5,n,7,498,12426.0,12209.0,10949.0,11494.0,12084.0,0.9,-9.37,-2.17,3.25,7.5,11.3125,35.75,3.5,105.375,0.0,0.0,0.0,1.0
c2c123b5,n,8,569,12433.0,12217.0,10987.0,11512.0,12088.0,0.05,-9.58,-2.18,-3.3125,13.3125,17.1875,35.9375,2.6875,105.3125,0.0,0.0,0.0,1.0
c2c123b5,n,9,630,12441.0,12230.0,11021.0,11545.0,12088.0,0.59,-9.53,-2.65,-28.5625,2.3125,24.5625,34.875,1.625,106.375,0.0,0.0,0.0,1.0
c2c123b5,n,10,694,12445.0,12239.0,11050.0,11559.0,12091.0,0.8,-9.0,-2.84,-30.0625,22.125,39.75,33.8125,-0.125,108.125,0.0,0.0,0.0,1.0
c2c123b5,n,11,774,12452.0,12260.0,11091.0,11562.0,12090.0,-0.4,-9.32,-3.22,-38.6875,23.375,47.4375,33.375,-2.0625,110.25,0.0,0.0,0.0,1.0
c2c123b5,n,12,823,12463.0,12270.0,11107.0,11560.0,12087.0,-1.14,-9.12,-3.39,-34.625,-24.9375,14.25,30.5,-4.0,112.5625,0.0,0.0,0.0,1.0
c2c123b5,n,13,899,12469.0,12267.0,11100.0,11551.0,12078.0,-0.66,-9.06,-4.09,-14.25,7.1875,16.9375,28.0,-5.0625,114.3125,0.0,0.0,0.0,1.0
c2c123b5,n,14,971,12471.0,12269.0,11097.0,11541.0,12069.0,-1.22,-8.9,-4.09,-2.6875,-4.1875,3.8125,28.0625,-5.4375,114.625,0.0,0.0,0.0,1.0
c2c123b5,n,15,1035,12479.0,12276.0,11095.0,11530.0,12062.0,-0.76,-8.75,-4.11,-0.9375,-1.3125,0.875,27.5,-5.6875,114.6875,0.0,0.0,0.0,1.0
194da674,n,0,62,12234.0,12001.0,10918.0,11163.0,11993.0,-0.14,-9.23,-3.34,-0.1875,1.125,1.5625,32.5625,-0.25,110.5,0.0,1.0,0.0,1.0
194da674,n,1,127,12234.0,12001.0,10918.0,11164.0,11994.0,0.0,-9.12,-3.4,-0.125,-1.125,-1.0625,32.625,-0.25,110.5,0.0,1.0,0.0,1.0
194da674,n,2,197,12234.0,12002.0,10919.0,11165.0,11994.0,0.11,-9.18,-3.43,0.0,-2.0625,0.4375,32.5625,-0.25,110.5,0.0,1.0,0.0,1.0
194da674,n,3,262,12236.0,12003.0,10921.0,11166.0,11993.0,0.1,-9.18,-3.31,-0.25,-3.25,0.875,32.375,-0.375,110.5625,0.0,1.0,0.0,1.0
194da674,n,4,316,12236.0,12001.0,10924.0,11170.0,11995.0,-0.09,-9.12,-3.33,-1.3125,-1.375,1.625,32.125,-0.5625,110.625,0.0,1.0,0.0,1.0
194da674,n,5,396,12235.0,12002.0,10925.0,11174.0,11994.0,-0.06,-9.2,-3.41,-1.4375,-1.3125,1.125,31.9375,-0.6875,110.6875,0.0,0.0,0.0,1.0
194da674,n,6,460,12237.0,12002.0,10925.0,11175.0,11994.0,0.01,-9.18,-3.43,0.5,-1.5,0.4375,31.8125,-0.75,110.75,0.0,0.0,0.0,1.0
194da674,n,7,526,12238.0,12001.0,10924.0,11175.0,11995.0,-0.07,-9.29,-3.29,-0.8125,0.5625,2.5625,31.75,-0.8125,110.75,0.0,0.0,0.0,1.0
194da674,n,8,599,12236.0,12002.0,10924.0,11175.0,11995.0,-0.39,-9.18,-3.42,-2.125,0.625,3.125,31.625,-0.9375,110.8125,0.0,1.0,0.0,1.0
194da674,n,9,650,12237.0,12001.0,10926.0,11174.0,11994.0,-0.31,-9.14,-3.57,-1.9375,0.0625,1.6875,31.4375,-1.0625,111.0,0.0,1.0,0.0,1.0
194da674,n,10,732,12239.0,12001.0,10923.0,11173.0,11994.0,-0.05,-9.09,-3.47,0.375,2.0,0.0625,31.4375,-1.0625,111.0,0.0,1.0,0.0,1.0
194da674,n,11,801,12236.0,12002.0,10925.0,11172.0,11995.0,-0.15,-9.26,-3.43,-1.5,-0.5,0.8125,31.4375,-1.125,111.0,0.0,1.0,0.0,1.0
194da674,n,12,850,12238.0,12003.0,10925.0,11171.0,11992.0,-0.29,-9.2,-3.51,-1.5625,0.8125,0.5625,31.4375,-1.1875,111.0625,0.0,1.0,0.0,1.0
194da674,n,13,935,12238.0,12003.0,10923.0,11169.0,11994.0,-0.25,-9.16,-3.59,-1.0625,1.1875,-0.3125,31.5,-1.1875,111.1875,0.0,1.0,0.0,1.0
194da674,n,14,1001,12237.0,12003.0,10927.0,11170.0,11996.0,-0.07,-9.17,-3.46,0.0,-1.6875,0.9375,31.4375,-1.1875,111.1875,0.0,1.0,0.0,1.0
bf18826b,n,0,49,12637.0,12246.0,11913.0,11355.0,12345.0,-1.02,-9.38,-2.45,-0.625,-1.125,0.0625,5.5,-5.4375,104.0625,0.0,0.0,0.0,0.0
bf18826b,n,1,115,12636.0,12245.0,11916.0,11355.0,12345.0,-0.77,-9.54,-2.33,0.8125,-2.9375,0.75,5.25,-5.5,104.125,0.0,0.0,0.0,0.0
bf18826b,n,2,197,12637.0,12244.0,11917.0,11360.0,12345.0,-0.88,-9.46,-2.17,0.25,-0.5,0.9375,5.125,-5.5,104.0,0.0,0.0,0.0,0.0
bf18826b,n,3,263,12639.0,12246.0,11917.0,11366.0,12344.0,-1.14,-9.37,-2.47,1.1875,0.875,0.8125,5.0,-5.625,103.875,0.0,0.0,0.0,0.0
bf18826b,n,4,327,12640.0,12247.0,11918.0,11364.0,12344.0,-1.0,-9.42,-2.29,0.75,-1.9375,-2.3125,4.9375,-5.625,103.8125,0.0,0.0,0.0,0.0
bf18826b,n,5,395,12641.0,12244.0,11915.0,11365.0,12344.0,-0.37,-9.47,-2.05,3.4375,-2.0625,-2.0,5.0,-5.5,103.6875,0.0,0.0,0.0,0.0
bf18826b,n,6,454,12640.0,12247.0,11917.0,11366.0,12345.0,-0.88,-9.55,-2.08,0.8125,0.25,3.0,4.875,-5.5625,103.625,0.0,0.0,0.0,0.0
bf18826b,n,7,519,12641.0,12248.0,11917.0,11365.0,12343.0,-1.38,-9.47,-2.32,-1.75,0.9375,2.1875,4.75,-5.6875,103.625,0.0,0.0,0.0,0.0
bf18826b,n,8,582,12640.0,12246.0,11915.0,11365.0,12346.0,-1.14,-9.5,-2.37,-0.375,-2.625,-1.6875,4.625,-5.75,103.6875,0.0,0.0,0.0,0.0
bf18826b,n,9,650,12640.0,12247.0,11916.0,11364.0,12345.0,-0.6,-9.56,-2.19,1.3125,-0.125,-1.3125,4.625,-5.6875,103.6875,0.0,0.0,0.0,0.0
bf18826b,n,10,716,12643.0,12246.0,11914.0,11362.0,12343.0,-0.87,-9.42,-2.14,-0.625,1.4375,1.75,4.75,-5.625,103.625,0.0,0.0,0.0,0.0
bf18826b,n,11,781,12642.0,12247.0,11913.0,11364.0,12344.0,-1.02,-9.41,-2.35,-3.0,1.1875,2.875,4.625,-5.75,103.75,0.0,0.0,0.0,0.0
bf18826b,n,12,851,12640.0,12247.0,11915.0,11364.0,12344.0,-1.36,-9.44,-2.35,1.4375,1.25,0.8125,4.4375,-5.875,103.6875,0.0,0.0,0.0,0.0
bf18826b,n,13,924,12643.0,12248.0,11913.0,11367.0,12343.0,-0.92,-9.56,-2.22,-0.25,-1.5625,-2.6875,4.5,-5.8125,103.6875,0.0,0.0,0.0,0.0
bf18826b,n,14,981,12645.0,12247.0,11909.0,11371.0,12344.0,-0.82,-9.45,-2.19,-0.1875,-1.5625,-1.6875,4.625,-5.625,103.5625,0.0,0.0,0.0,0.0
bf18826b,n,15,1058,12644.0,12249.0,11912.0,11372.0,12343.0,-0.8,-9.48,-2.22,2.25,0.125,-0.25,4.6875,-5.5625,103.5,0.0,0.0,0.0,0.0
85803c7a,n,0,70,11961.0,11632.0,10567.0,11750.0,12357.0,0.95,-9.43,-2.73,0.1875,-4.9375,-0.4375,32.125,3.5625,105.5625,1.0,0.0,0.0,0.0
85803c7a,n,1,132,11963.0,11635.0,10573.0,11752.0,12357.0,0.76,-9.43,-2.52,4.6875,-3.125,0.3125,31.9375,3.5,105.4375,1.0,0.0,0.0,0.0
85803c7a,n,2,204,11961.0,11633.0,10571.0,11752.0,12357.0,0.55,-9.49,-2.41,3.25,-2.0,-0.0625,31.75,3.4375,105.1875,1.0,0.0,0.0,0.0
85803c7a,n,3,278,11957.0,11636.0,10571.0,11752.0,12356.0,0.59,-9.48,-2.4,1.25,-2.75,-0.4375,31.5625,3.4375,105.0625,1.0,0.0,0.0,0.0
85803c7a,n,4,343,11956.0,11637.0,10571.0,11750.0,12355.0,0.6,-9.42,-2.5,0.5625,-0.6875,0.625,31.4375,3.375,105.0,1.0,0.0,0.0,0.0
85803c7a,n,5,408,11954.0,11636.0,10571.0,11751.0,12356.0,0.51,-9.48,-2.6,2.5625,-0.125,0.0625,31.3125,3.375,104.9375,1.0,0.0,0.0,0.0
85803c7a,n,6,453,11953.0,11636.0,10571.0,11749.0,12355.0,0.7,-9.53,-2.39,2.25,-3.4375,-1.625,31.25,3.375,104.8125,1.0,0.0,0.0,0.0
85803c7a,n,7,533,11956.0,11636.0,10571.0,11745.0,12351.0,0.83,-9.49,-2.24,2.4375,-2.9375,-0.1875,31.125,3.4375,104.625,1.0,0.0,0.0,0.0
85803c7a,n,8,597,11960.0,11636.0,10571.0,11743.0,12353.0,0.49,-9.49,-2.34,-0.4375,-0.9375,2.0625,30.9375,3.375,104.5,1.0,0.0,0.0,0.0
85803c7a,n,9,671,11957.0,11636.0,10573.0,11744.0,12355.0,0.37,-9.46,-2.54,1.25,-2.5625,0.25,30.625,3.25,104.5,1.0,0.0,0.0,0.0
85803c7a,n,10,726,11957.0,11636.0,10575.0,11743.0,12354.0,0.46,-9.54,-2.41,1.625,-2.875,-0.4375,30.375,3.1875,104.375,1.0,0.0,0.0,0.0
85803c7a,n,11,791,11960.0,11636.0,10573.0,11739.0,12354.0,0.67,-9.48,-2.18,2.6875,-1.875,-1.1875,30.1875,3.25,104.25,1.0,0.0,0.0,0.0
85803c7a,n,12,856,11960.0,11633.0,10572.0,11739.0,12353.0,0.58,-9.55,-2.21,0.625,0.0,0.5625,30.125,3.25,104.0625,1.0,0.0,0.0,0.0
85803c7a,n,13,925,11962.0,11636.0,10575.0,11739.0,12353.0,0.45,-9.58,-2.36,-1.25,0.125,0.0625,30.1875,3.1875,104.125,1.0,0.0,0.0,0.0
85803c7a,n,14,986,11960.0,11637.0,10574.0,11738.0,12352.0,0.49,-9.51,-2.45,-0.4375,0.875,-0.6875,30.25,3.25,104.125,1.0,0.0,0.0,0.0
85803c7a,n,15,1050,11959.0,11635.0,10571.0,11741.0,12353.0,0.55,-9.54,-2.37,1.1875,-0.75,-1.0,30.1875,3.25,104.125,1.0,0.0,0.0,0.0
fa0f7381,n,0,56,11859.0,11880.0,10210.0,11997.0,12291.0,-0.54,-9.44,-3.21,6.25,-0.4375,-1.75,25.8125,-3.3125,108.3125,1.0,0.0,0.0,0.0
fa0f7381,n,1,128,11854.0,11882.0,10215.0,11999.0,12290.0,-0.33,-9.34,-2.79,6.125,3.125,-1.4375,26.375,-3.125,107.8125,1.0,0.0,0.0,0.0
fa0f7381,n,2,189,11853.0,11887.0,10229.0,12001.0,12289.0,-0.15,-9.4,-2.74,5.6875,-4.4375,-0.0625,26.375,-3.125,107.4375,1.0,0.0,0.0,0.0
fa0f7381,n,3,254,11853.0,11893.0,10241.0,12000.0,12287.0,-0.56,-9.32,-2.87,8.0625,-0.8125,-1.25,26.25,-3.125,107.0,1.0,0.0,0.0,0.0
fa0f7381,n,4,329,11850.0,11894.0,10244.0,11999.0,12287.0,-0.68,-9.34,-2.62,6.1875,-1.0,-3.375,26.4375,-2.9375,106.4375,1.0,0.0,0.0,0.0
fa0f7381,n,5,398,11841.0,11893.0,10241.0,11999.0,12288.0,-0.42,-9.49,-2.41,5.5,-1.9375,-5.5625,26.5625,-2.6875,105.9375,1.0,0.0,0.0,0.0
fa0f7381,n,6,462,11851.0,11896.0,10246.0,12001.0,12288.0,-0.34,-9.41,-2.54,1.3125,-10.4375,-6.125,26.4375,-2.5,105.6875,1.0,0.0,0.0,0.0
fa0f7381,n,7,533,11848.0,11894.0,10244.0,12001.0,12288.0,-0.44,-9.48,-2.7,-0.3125,0.0625,-3.0625,26.3125,-2.25,105.625,1.0,0.0,0.0,0.0
fa0f7381,n,8,589,11842.0,11882.0,10230.0,11999.0,12288.0,-0.39,-9.49,-2.46,-1.8125,-3.3125,-3.8125,26.3125,-2.125,105.6875,1.0,0.0,0.0,0.0
fa0f7381,n,9,668,11844.0,11885.0,10226.0,11998.0,12288.0,-0.09,-9.56,-2.55,-1.5625,-1.4375,-1.8125,26.1875,-2.0,105.75,1.0,0.0,0.0,0.0
fa0f7381,n,10,737,11850.0,11891.0,10233.0,11999.0,12291.0,-0.11,-9.4,-2.53,1.4375,2.3125,0.5,26.4375,-1.875,105.625,1.0,0.0,0.0,0.0
fa0f7381,n,11,807,11843.0,11891.0,10228.0,11998.0,12292.0,-0.72,-9.46,-2.53,1.25,10.9375,3.875,26.875,-1.9375,105.75,1.0,0.0,0.0,0.0
fa0f7381,n,12,868,11855.0,11895.0,10235.0,11995.0,12293.0,-0.33,-9.49,-2.52,-2.0,2.625,1.125,27.0625,-1.9375,105.625,1.0,0.0,0.0,0.0
fa0f7381,n,13,941,11857.0,11892.0,10215.0,11989.0,12298.0,-0.41,-9.41,-2.44,-3.5,2.25,-0.4375,27.3125,-1.875,105.75,1.0,0.0,0.0,0.0
fa0f7381,n,14,1003,11864.0,11891.0,10212.0,11984.0,12298.0,-0.23,-9.51,-2.59,-0.5,1.3125,-1.0,27.4375,-1.8125,105.8125,1.0,0.0,0.0,0.0
2dc605d7,o,0,36,8458.0,11461.0,10031.0,7941.0,9284.0,0.48,-9.82,0.52,-0.5,2.5625,-0.4375,316.5,3.0,87.1875,0.0,0.0,0.0,0.0
2dc605d7,o,1,106,8456.0,11462.0,10032.0,7943.0,9286.0,0.55,-9.78,0.48,-1.1875,-0.5625,0.8125,316.5,3.0,87.25,0.0,0.0,0.0,0.0
2dc605d7,o,2,165,8460.0,11461.0,10033.0,7942.0,9287.0,0.53,-9.77,0.5,-1.75,2.3125,0.75,316.5,3.0,87.3125,0.0,0.0,0.0,0.0
2dc605d7,o,3,230,8461.0,11461.0,10032.0,7941.0,9284.0,0.5,-9.81,0.45,-0.5625,1.9375,1.0625,316.4375,2.9375,87.375,0.0,0.0,0.0,0.0
2dc605d7,o,4,299,8462.0,11461.0,10032.0,7941.0,9284.0,0.43,-9.78,0.44,-0.1875,-1.6875,1.0,316.3125,2.875,87.375,0.0,0.0,0.0,0.0
2dc605d7,o,5,360,8471.0,11459.0,10030.0,7936.0,9279.0,0.4,-9.77,0.45,0.25,2.9375,-1.1875,316.5,2.875,87.375,0.0,0.0,0.0,0.0
2dc605d7,o,6,440,8472.0,11458.0,10028.0,7934.0,9279.0,0.66,-9.79,0.45,-1.375,-0.1875,-0.4375,316.5,2.875,87.4375,0.0,0.0,0.0,0.0
2dc605d7,o,7,499,8467.0,11459.0,10029.0,7935.0,9279.0,0.47,-9.78,0.49,-0.75,-1.8125,1.0,316.5625,2.875,87.5,0.0,0.0,0.0,0.0
2dc605d7,o,8,570,8466.0,11457.0,10030.0,7932.0,9277.0,0.37,-9.8,0.45,-0.3125,-0.3125,0.0,316.4375,2.8125,87.5625,0.0,0.0,0.0,0.0
2dc605d7,o,9,634,8468.0,11457.0,10028.0,7930.0,9278.0,0.44,-9.81,0.48,-2.625,2.625,-1.375,316.5625,2.875,87.625,0.0,0.0,0.0,0.0
2dc605d7,o,10,704,8464.0,11454.0,10027.0,7927.0,9275.0,0.58,-9.82,0.33,-2.375,-3.4375,-0.1875,316.5625,2.9375,87.75,0.0,0.0,0.0,0.0
2dc605d7,o,11,762,8468.0,11455.0,10027.0,7926.0,9271.0,0.58,-9.79,0.33,0.9375,2.375,-0.6875,316.625,3.0,87.75,0.0,0.0,0.0,0.0
2dc605d7,o,12,827,8469.0,11453.0,10026.0,7919.0,9267.0,0.58,-9.79,0.43,1.125,-3.3125,1.3125,316.625,2.9375,87.6875,0.0,0.0,0.0,0.0
2dc605d7,o,13,892,8466.0,11451.0,10025.0,7922.0,9269.0,0.39,-9.74,0.52,0.6875,1.5,-0.25,316.5625,2.9375,87.625,0.0,0.0,0.0,0.0
2dc605d7,o,14,957,8466.0,11452.0,10027.0,7925.0,9274.0,0.53,-9.76,0.44,-1.75,0.75,-0.6875,316.625,3.0,87.6875,0.0,0.0,0.0,0.0
2dc605d7,o,15,1022,8460.0,11454.0,10029.0,7926.0,9274.0,0.6,-9.79,0.38,-0.5625,-0.8125,-0.25,316.5625,3.0,87.75,0.0,0.0,0.0,0.0
b2a45d3c,o,0,49,7246.0,11913.0,10002.0,8497.0,8892.0,1.13,-9.65,-1.43,2.75,-15.1875,-2.25,348.5,6.75,99.25,0.0,1.0,0.0,1.0
b2a45d3c,o,1,123,7250.0,11913.0,10000.0,8498.0,8896.0,0.91,-9.71,-1.31,-0.125,-7.625,-0.4375,348.125,6.6875,99.3125,0.0,1.0,0.0,1.0
b2a45d3c,o,2,180,7250.0,11912.0,10001.0,8502.0,8904.0,1.44,-9.6,-1.45,-4.4375,-18.25,-1.4375,347.125,6.6875,99.5,0.0,1.0,0.0,1.0
b2a45d3c,o,3,259,7251.0,11917.0,10008.0,8513.0,8927.0,1.01,-9.52,-1.93,-2.625,-9.25,0.125,346.75,6.5625,99.8125,0.0,1.0,0.0,1.0
b2a45d3c,o,4,324,7252.0,11919.0,10014.0,8520.0,8938.0,0.74,-9.66,-1.83,-0.0625,6.375,2.4375,346.6875,6.375,100.0625,0.0,1.0,0.0,1.0
b2a45d3c,o,5,388,7251.0,11919.0,10014.0,8521.0,8941.0,0.69,-9.57,-1.75,4.1875,-3.8125,-4.4375,347.375,6.375,99.875,0.0,1.0,0.0,1.0
b2a45d3c,o,6,453,7250.0,11918.0,10018.0,8524.0,8947.0,1.3,-9.59,-1.77,5.0625,-8.3125,-3.8125,347.25,6.5,99.75,0.0,1.0,0.0,1.0
b2a45d3c,o,7,522,7250.0,11917.0,10017.0,8524.0,8945.0,1.33,-9.64,-1.38,4.375,-14.0,-3.75,347.375,6.625,99.375,0.0,1.0,0.0,1.0
